"corpus","war_wikipedia_2021"
"palpopleurinae",1
"hosokawa",1
"atlantis",1
"palps",1
"palus",1
"hospedadoras",1
"palästina",1
"hosse",1
"323–325",1
"323-328.",1
"pam",1
"pamara",1
"houphouët-boigny",1
"hou",1
"pambansa:tubig",1
"hovatoma",1
"atoconeura",1
"pamirs",1
"pampanga",1
"hover-flies",1
"hove",1
"hoverfly",1
"atom",1
"324-326",1
"180-189",1
"133.",1
"133-157",1
"pampus",1
"howell",1
"howe",1
"hrbek",1
"hpt",1
"pan-ekonomiya",1
"pan-ikmat",1
"pan-kultura",1
"pan-materya",1
"hs",1
"hrodna",1
"atonomiko",1
"atomo",1
"pan-nasod",1
"pan-pac",1
"hsiao",1
"hsia",1
"hsu",1
"através",1
"panahaon",1
"hsui",1
"htin",1
"atrimelum",1
"http://cl",1
"atripalpella",1
"325-330.",1
"325-330",1
"324.",1
"huanghai",1
"panbalaod",1
"huangtianensis",1
"atsaides",1
"hubbs",1
"hubrecht",1
"huber",1
"atta",1
"atrometus",1
"pangasiidae",1
"hudiyo",1
"hudeo",1
"huc",1
"hudson",1
"hudiyo-amerikano",1
"huebner",1
"huei",1
"attica",1
"attiah",1
"327-334",1
"326.",1
"1802/03",1
"huesca",1
"huelva",1
"huet",1
"huge",1
"atubangan-han-dagat",1
"attidae",1
"hugo",1
"hugel",1
"327-343",1
"huiming",1
"hui",1
"atypus",1
"pankalibutan",1
"pankanasoran",1
"hulabtog",1
"huitième",1
"huldai",1
"hulagway",1
"aucacris",1
"327-379",1
"327-335.",1
"hulyano",1
"hulett",1
"humb",1
"humayan",1
"humboldt",1
"humbert",1
"auchenorryncha",1
"329-368.",1
"hume",1
"humildad",1
"humphrey",1
"aud",1
"auct",1
"hun",1
"hundredweight",1
"hundertfüssler",1
"aude",1
"32:81-96.",1
"1805.",1
"1804.",1
"10(2",1
"1-195",1
"1(6",1
"1(4",1
"pansaliwan",1
"pantalan",1
"pantepui",1
"pantodinus",1
"hungaria",1
"audinet-serville,1835",1
"hungaryana-amerikana",1
"hunongon",1
"aufzählung",1
"panupong",1
"hunt(natawo",1
"huntsman",1
"augeneriella",1
"panzeri",1
"paobius",1
"paolo",1
"augmentée",1
"33-35",1
"33-34.",1
"33-34",1
"hurlbutt",1
"hurlburt",1
"hurisdiksyon",1
"papanastasiou",1
"husaynī",1
"papeis",1
"huston",1
"husserl",1
"hurley",1
"augustin-jean",1
"huwebes",1
"hutchinson",1
"papillons",1
"hyalonematidae",1
"hyatt",1
"hybalus",1
"aulacocentrum",1
"aulacidae",1
"33-39.",1
"33-38",1
"33(4",1
"papuana",1
"papuanische",1
"hybomitra",1
"hydraena",1
"aulonocmnemis",1
"hydrocoral",1
"aulopiformes",1
"aulopid",1
"auld",1
"hydrogen",1
"hydrocyon",1
"hydroidae",1
"aulopus",1
"aulopodidae",1
"paraconchoecia",1
"hydrolycus",1
"paradrymadusa",1
"hydrophiloidea",1
"aung",1
"hydropus",1
"aurantia",1
"33-43.",1
"33-42.",1
"33-40",1
"paragyptis",1
"parahormius",1
"hyetussa",1
"hygiene",1
"parakysis",1
"hygroplitis",1
"auratus",1
"aurantiaca",1
"parallel",1
"hyleoza",1
"hylaeothemis",1
"hylettus",1
"aureus",1
"33.",1
"33-46",1
"paramastacinae",1
"hym.,ichneumonidae",1
"hymen",1
"hymenochaete",1
"auriv",1
"aurifrons",1
"hymenopter",1
"aurora",1
"330-332",1
"181-185",1
"181-184",1
"180km",1
"paranocarodes",1
"hymetta",1
"hymenopterorum",1
"paraphidius",1
"hyphessobrycon",1
"hyperechia",1
"hyménoptères",1
"ausser",1
"paraplectana",1
"paraprocerastea",1
"pararchaeidae",1
"parasabella",1
"hypocrena",1
"hypochrysa",1
"parasite140088-fig2",1
"hypodoryctes",1
"austerlitz",1
"austalobius",1
"parasite140088-fig6",1
"parasite140088-fig7",1
"parasite140088-fig9",1
"parasiten",1
"hypognatha",1
"hypogeic",1
"hypomma",1
"hypomares",1
"austral",1
"181-188",1
"181-185.",1
"hypothetic",1
"hypophryxus",1
"hypsigenyini",1
"hypoxylon",1
"333-339.",1
"parastizocera",1
"paratella",1
"hypsiurus",1
"paraíba",1
"hyptiotes",1
"australasyano",1
"hysteropterum-arten",1
"hystripalpus",1
"australi",1
"333.",1
"181-192",1
"pardo",1
"parehas",1
"hyōgo",1
"hà",1
"hystrix",1
"hétéronéréidienne",1
"hémiptérologiques",1
"181-228",1
"133–136",1
"1108:23-35.",1
"pareriesthis",1
"parfitt",1
"parhost",1
"australiens",1
"i-kuan",1
"i-ix",1
"335-346",1
"335-340",1
"i-ling",1
"i-lxxxiii",1
"australo-asian",1
"i-v",1
"australo-mélanésien",1
"335.",1
"australobius",1
"i-xiv",1
"i-xxviii",1
"australoheros",1
"3359833831",1
"181.",1
"181-347.",1
"i.a",1
"i.-s",1
"parseghian",1
"i.j.h",1
"australyano",1
"part-2",1
"part.",1
"partai",1
"partial",1
"i.r.h",1
"i.j.m",1
"i.w",1
"austrayano-briton",1
"austrarchaea",1
"336-338",1
"partikular",1
"ianirid",1
"i.—loricata",1
"pará",1
"pasahero",1
"pasaka",1
"pasalatan",1
"ianthe",1
"ianiridae",1
"iavorschi",1
"austro-americani",1
"austriano-amerikano",1
"337-341",1
"1810.",1
"134-136.",1
"10,582",1
"10(4):257-285",1
"pasifiko",1
"paskwa",1
"ibadan",1
"ibanag",1
"austronesyano",1
"austro-briton",1
"ibidion",1
"austrophlebia",1
"austroopius",1
"337.",1
"patas",1
"ibitiruna",1
"ibidionitarum",1
"pathologica",1
"ibáñez",1
"austrya",1
"austrorhynchus",1
"pati",1
"patience",1
"patigo",1
"pating",1
"ibérique",1
"ibérica",1
"authors",1
"338-344",1
"337-344",1
"patrizi",1
"icelandic",1
"icelus",1
"autolytidae",1
"ichikawa",1
"ichneum",1
"autolytinae",1
"338-353",1
"pauciradiata",1
"ichneumon-flies",1
"ichneumon-fly",1
"autolytus",1
"1812.",1
"ichneumonideae",1
"autrique",1
"autoroute",1
"autun",1
"ichneumonidenarten",1
"aux",1
"339-372",1
"339-347",1
"134-140.",1
"134-138.",1
"ichneumoniens",1
"ichneumonologia",1
"avdotia",1
"pavel",1
"pavlov",1
"ichneutinae",1
"ichneumonologica",1
"pawson",1
"ichthyological",1
"aveiro",1
"avdeev",1
"icon",1
"iczn",1
"avicularia",1
"pearce",1
"pecci",1
"peces",1
"idahoensis",1
"idaho",1
"idaltu",1
"aviv-yafo",1
"34(2):381-384",1
"34(1",1
"33b(16):6",1
"pecki",1
"pectinariidae",1
"pedaria",1
"identidad",1
"idealista",1
"pederasyon",1
"pedilid",1
"identificação",1
"identisch",1
"avogadro",1
"avocado",1
"identitá",1
"idiasta",1
"ideyolohista",1
"awas",1
"34(4–5",1
"pelagic",1
"idioctis",1
"idiocnemis",1
"idipi",1
"idiopidae",1
"awka",1
"idusa",1
"idro",1
"pellegr",1
"iforas",1
"34.",1
"34-35",1
"1816.",1
"134.",1
"110:89",1
"pelíkula",1
"pemba",1
"pemphigidae",1
"ighatag",1
"penati",1
"pencil",1
"iginsasaurog",1
"penetrans",1
"penev",1
"iglesia",1
"axinellidae",1
"axiidae",1
"ignacio",1
"ign",1
"pennacchio",1
"igor",1
"axonomic",1
"axiothella",1
"340-343",1
"pennycook",1
"igpatik",1
"igorevich",1
"pentastirini",1
"penteado",1
"igputos",1
"ay-ada",1
"ay",1
"penzias",1
"iheringi",1
"aydogdu",1
"ayal",1
"340.",1
"1817-1823",1
"península",1
"peralta",1
"percidae",1
"ii-",1
"percophid",1
"iib",1
"azad",1
"ayers",1
"percy",1
"peregrine",1
"iii-iv",1
"iiss",1
"azarea",1
"341-343",1
"perepechayenko",1
"perf",1
"ika-11",1
"ika-115",1
"ika-1",1
"perilissus",1
"ika-13",1
"azorica",1
"azerbajdzhan",1
"1818.",1
"111-112",1
"period",1
"ika-24",1
"ika-29",1
"ika-28",1
"b-group",1
"ika-31-nga-gidakoi",1
"perixerus",1
"periyarensis",1
"ika-38",1
"ika-37",1
"ika-31",1
"perla",1
"ika-50th",1
"ika-5",1
"b.-l",1
"azoricidae",1
"perpekto",1
"ika-8",1
"ika-duha",1
"ika-7",1
"ika-katloan-kag-walo",1
"b.l",1
"persea",1
"ika-tulo",1
"ika-pira",1
"345-352",1
"345-351.",1
"persimilis",1
"personipikasyon",1
"ikabaynte-siyete",1
"ikabaynte-otso",1
"345-354.",1
"ikaduhá",1
"peruviogomphus",1
"ikalima",1
"ikalimá",1
"baal",1
"345-369.",1
"182.",1
"182-",1
"1343-1508",1
"10-12.",1
"10-11",1
"1-197.",1
"peso",1
"pesquisa",1
"ikasiyam",1
"petaluridae",1
"ikaw-12",1
"babe",1
"babbage",1
"baba",1
"petersburg",1
"petersburgo",1
"petersen",1
"ilarom-han-dagat",1
"ildis",1
"babylonya",1
"ilia",1
"petrak",1
"iljin",1
"baccetti",1
"bacall",1
"baboy",1
"345.",1
"petrotilapia",1
"illidops",1
"illam",1
"peucetia",1
"illinois",1
"illiger",1
"bachicoltura",1
"peñaherrera-leiva",1
"illustrated",1
"phacellini",1
"illustré",1
"bacnotan",1
"bacescu",1
"phacellocerina",1
"phaeochroops",1
"phaeogenes",1
"illán",1
"illyrica",1
"ilocano",1
"bacteria",1
"phallosomes",1
"phallostethidae",1
"pham",1
"phaneroptera",1
"ilyich",1
"bactria",1
"ilyomyces",1
"bactrocera",1
"347-352",1
"347-348.",1
"346-351",1
"345-544",1
"imago",1
"imagines",1
"imamura",1
"badajoz",1
"imbach",1
"imaturas",1
"phasmodea",1
"imbentorm",1
"badillo",1
"baden-württemberg",1
"347–352",1
"imf",1
"imbolc",1
"phespia",1
"phil",1
"immaculatus",1
"badshani",1
"badrul",1
"imperfectly",1
"imnabot",1
"baehr",1
"348-454.",1
"1824:55-64.",1
"implicated",1
"impormal",1
"baeva",1
"baetica",1
"philips",1
"philipson",1
"phillip",1
"phillipps",1
"import-export",1
"imprentahan",1
"imported",1
"349-357",1
"349-352",1
"philogenia",1
"philoponella",1
"philosophical",1
"phlebotomus",1
"phloeolister",1
"impugnata",1
"imprimerie",1
"phlyctaenodini",1
"phnom",1
"phocoenoides",1
"phoebe",1
"pholcid",1
"pholcomma",1
"pholetesor",1
"phoracantha",1
"imre",1
"imula",1
"bagdad",1
"baga",1
"phorotrophus",1
"inamdar",1
"inarabic",1
"349-401",1
"349-358",1
"1825.",1
"111-118",1
"111-114.",1
"phreatoicidea",1
"phrynosaura",1
"inasaw-an",1
"inarabo",1
"phygadeuontine",1
"incerta",1
"baghdad",1
"phylica",1
"phyllocnema",1
"inclonometro",1
"bagratido",1
"bagradicus",1
"34:855-884.",1
"indagata",1
"incongruus",1
"inde",1
"bagrichthys",1
"bagratuni",1
"phyllostomidae",1
"independent",1
"bagrid",1
"34:91-105.",1
"34:243-249.",1
"indiae",1
"indiano",1
"baguio",1
"indicating",1
"physiolohikal",1
"indicus",1
"indiens",1
"bahama",1
"bahaismo",1
"35(5-6):39-40",1
"indischen",1
"indo-aryano",1
"bahamyano",1
"indo-australiens",1
"35-36.",1
"35-36(syn",1
"35(3",1
"111-118.",1
"phytophagoidea",1
"indo-malaises",1
"indo-malaisie",1
"bahillo",1
"phytosus",1
"indo-papuan",1
"35-38",1
"piano",1
"indones",1
"pichi-serm",1
"baicalensis",1
"baiami",1
"picta",1
"indonesiano",1
"bail",1
"indonésie",1
"indoseiulus",1
"bailey",1
"35-48",1
"35-45",1
"183-184.",1
"indostomidae",1
"indostomus",1
"bailey-brock",1
"indotsina",1
"35-54",1
"piezocerini",1
"piezochaerus",1
"pik",1
"pil",1
"industriyal",1
"bain",1
"baines",1
"35-91",1
"183-185.",1
"pilato",1
"inepta",1
"baird",1
"inermestoloides",1
"35.",1
"pilipino",1
"infante",1
"infant",1
"bak",1
"183-186",1
"135-137",1
"111-130",1
"10-16.",1
"10-14.",1
"pilosidade",1
"pilosos",1
"pimplidarum",1
"ingemar",1
"inga",1
"inglebert",1
"bakas",1
"pina",1
"pinaanad",1
"ingles-amerikano",1
"pinag-usa",1
"ingr",1
"bakhtin",1
"baka",1
"pinaka-amihanan",1
"pinaka-dako",1
"pinaka-importante",1
"pinaka-ma-ukoy-ukoy",1
"inhabiting",1
"inhenyeriya",1
"bakhvalov",1
"pinakahaluag",1
"inhenyerya",1
"baktasan",1
"352.",1
"pinakakanawayon",1
"pinakakilala",1
"inhinyero",1
"pinakamahinay",1
"pinakamahusay",1
"pinakasalatan",1
"inin",1
"baku",1
"bakterya",1
"183-192",1
"183-190.",1
"pinamumunuan-han-ottomano",1
"pinapalibotan",1
"pinasasliporan",1
"iningles:assembly",1
"bakurianensis",1
"pinedo",1
"iningles:water",1
"ping",1
"ininglis",1
"balachowsky",1
"353-360",1
"inirlandes",1
"balanca",1
"initial",1
"initao",1
"353-376.",1
"183-298",1
"pinmilo",1
"pinnipedia",1
"pinolongan",1
"inno",1
"innes",1
"inman",1
"pintar",1
"pintura",1
"inquiline",1
"inoue",1
"inopinata",1
"balaud",1
"135-138",1
"135-137.",1
"balb",1
"balayan-sugosk",1
"insecten",1
"pipehorse",1
"insecti",1
"baldachinspinne",1
"balcanica",1
"355.",1
"piptanthus",1
"pira",1
"baldomero",1
"baldassarre",1
"insektenfauna",1
"insektenbiologie",1
"insel",1
"insektenkunde",1
"baldwin",1
"356.",1
"355-410",1
"insigniores",1
"inspirata",1
"baligyaan",1
"bali",1
"instances",1
"instars",1
"balinsky",1
"357(superfluous",1
"balkan",1
"357-358",1
"instruction",1
"pitcher",1
"instrumental",1
"balkanische",1
"pitkin",1
"instumento",1
"357-376",1
"1833b",1
"135-152.",1
"135-140",1
"111.8",1
"insulin",1
"intensidad",1
"integral",1
"insulus",1
"balle",1
"pkc",1
"interaksyon",1
"inter",1
"plagithmysus",1
"interdependensya",1
"plan",1
"interdisiplinaraya",1
"ballou",1
"balli",1
"interdisiplinaryo",1
"interessante",1
"balmer",1
"35:473-490.",1
"359-368",1
"interior",1
"interieur",1
"interferenz-farbenspiel",1
"intermedius",1
"interiorata",1
"baltic",1
"interpretativo",1
"interpretation",1
"internet",1
"interstital",1
"interruptum",1
"interstitia",1
"36(1–3",1
"36(1",1
"35–0",1
"1834b",1
"plath",1
"platon",1
"plator",1
"interstitiel",1
"intinere",1
"intertidal",1
"bamber",1
"platycnemidid",1
"platycnemididae",1
"intnl",1
"into",1
"intorno",1
"bamen",1
"bamboo",1
"36(6",1
"platyhelminthes",1
"platypalpus",1
"platypeza",1
"intra-muros",1
"platyspathius",1
"intrumento",1
"inulae",1
"banana",1
"banahaw",1
"plaxomicrus",1
"inulang",1
"inulaecola",1
"invalid",1
"inv",1
"36-37",1
"36-101",1
"36(2",1
"invertebrates",1
"investment",1
"investigations",1
"inácio",1
"banda",1
"banchini",1
"iommi",1
"plexippus",1
"ionisante",1
"ionel",1
"bandura",1
"iotrochotidae",1
"plotinus",1
"iowa",1
"iphiaulax",1
"bang",1
"3600",1
"360(sp",1
"36.4",1
"1836-1844",1
"1834a",1
"10-45.",1
"1):101-106",1
"1):1-67",1
"-the",1
"plumel",1
"poblacion",1
"iphionelloides",1
"iphione",1
"podgornaya",1
"iphiseius",1
"iphioninae",1
"bangko",1
"podlech",1
"podospongiidae",1
"ippolito",1
"ipodoryctes",1
"bangsa",1
"bangka",1
"poeyana",1
"iracema",1
"ira",1
"irak",1
"banjul",1
"poitier",1
"iraqi",1
"iranische",1
"bani",1
"363-367.",1
"polaka",1
"polako-franses",1
"ireland",1
"irciniidae",1
"iraya",1
"polillo",1
"irgun",1
"polimorfismo",1
"iriomotejima",1
"irina",1
"bantayan",1
"banksi",1
"irish",1
"banwaon",1
"irlandia",1
"bao-zhen",1
"irlandon-amerikano",1
"364.",1
"364-366",1
"363-377.",1
"1839:60-68.",1
"polonya",1
"irregualar",1
"poltiko",1
"iruckel",1
"irons",1
"poluostrova",1
"polyamides",1
"isadora",1
"baralipton",1
"baragsikol",1
"polychaeten",1
"polychaeten-typen",1
"ischigualasto",1
"ischasia",1
"isbrücker",1
"ischioscia",1
"ischnocolinae",1
"ischnoceros",1
"barat",1
"365note",1
"365.",1
"ischnotarsia",1
"ischnothelinae",1
"barbados",1
"isemonger",1
"ishania",1
"isfahan",1
"barbatulus",1
"barb",1
"isidore",1
"ishii",1
"iskala",1
"isidro",1
"barbe",1
"iskandinabya",1
"barberi",1
"iskultura",1
"iskwela",1
"barbie",1
"367.",1
"367-372.",1
"1840.",1
"184(1",1
"1839.",1
"polyrhaphis",1
"polysphinctine",1
"isla-nga-probinsya",1
"pomfret",1
"islamico",1
"islam",1
"barbieri",1
"islandiae",1
"barbinae",1
"barbier",1
"ponomarev",1
"pontian",1
"islas",1
"islandyano",1
"pontoniid",1
"pookodensis",1
"isla—",1
"islets",1
"barbra",1
"barbour",1
"pop",1
"popelairei",1
"isnb",1
"ismail",1
"isola",1
"barbus",1
"369-377",1
"369-373",1
"popularidad",1
"population",1
"isopeda",1
"isopedella",1
"porath",1
"isoperlinae",1
"barconidae",1
"barconid",1
"pores",1
"isophya",1
"bardeen",1
"isopoda-",1
"baria",1
"36:31-35",1
"369-428.",1
"isopodengattung",1
"isopoden-gattungen",1
"barilis",1
"porphyrosela",1
"porselana",1
"barn",1
"36–43",1
"36:61-63.",1
"1843.",1
"1842:413-415.",1
"portici",1
"portmanteau",1
"ispiritwal",1
"ispesyal",1
"ispor",1
"barnardi",1
"israele",1
"israelson",1
"barneville",1
"37(2",1
"portuguese",1
"posición",1
"issiden",1
"issidae",1
"possibly",1
"postelichus",1
"postembrionic",1
"issue",1
"ist",1
"barometro",1
"baroko",1
"potografo",1
"isthmiade",1
"baron",1
"potosia",1
"istmo",1
"istituto",1
"37-38.",1
"37(2):35–56",1
"1844.",1
"istomina",1
"poy-anan",1
"barr",1
"barotseland",1
"pozner",1
"pp.51-63",1
"pr",1
"italiani",1
"barrents",1
"barranco",1
"37-40.",1
"praesertim",1
"italochrysa",1
"italicus",1
"italica",1
"pranses",1
"italyana-kanadyense",1
"barrientos",1
"barrie",1
"37-42",1
"37-40",1
"135–138",1
"10-pesos",1
"10-52.",1
"prayle",1
"preapicealba",1
"predacious",1
"predator",1
"italyano-amerikano",1
"ithaca",1
"barringer",1
"itinugot",1
"itom",1
"barrion",1
"37-48.",1
"preliminaire",1
"barro",1
"barrisca",1
"preparasyon",1
"itumbiara",1
"ittoggortoormiit",1
"preserba",1
"itzhaki",1
"itô",1
"barros",1
"37-96.",1
"37-59",1
"37-44",1
"presyure",1
"ius",1
"iugoslavica",1
"barthlott",1
"barry",1
"ivanovich",1
"ivanov",1
"prickleback",1
"priesner",1
"priestley",1
"ivanovna",1
"bartl",1
"bartica",1
"37.",1
"primata",1
"ivb",1
"ivy",1
"baruch",1
"primero",1
"iwasawa",1
"iwata",1
"iwats",1
"barycnemis",1
"barychelidae",1
"371-374",1
"1848–1856",1
"1846.",1
"principally",1
"principalmente",1
"ix-x",1
"principle",1
"pringle",1
"izd",1
"iz",1
"izmir",1
"izu",1
"baryshnikov",1
"baryon",1
"barylypa",1
"prionids",1
"prionidæ",1
"prionocalus",1
"izv",1
"izucheniu",1
"izvestiya",1
"bas",1
"baryshnikova",1
"j.-x",1
"j.-m",1
"basais",1
"basahan",1
"373-378",1
"372.",1
"j.c.wendl",1
"basalis",1
"basak",1
"j.g.h",1
"basco",1
"373-391.",1
"j.hernondez",1
"j.i",1
"basel",1
"j.l.b",1
"bashgultala",1
"374.",1
"373-388.",1
"184–187",1
"136-138",1
"prodidomus",1
"produktor",1
"basidiomycete",1
"j.s.afr.bot.49:329-35.two",1
"basidiomycotina",1
"basidiomycetes",1
"basi",1
"j.weise",1
"jaarboeck",1
"basilea",1
"pronuba",1
"jac",1
"basileae",1
"propene",1
"jacinto",1
"jach",1
"375-402",1
"375-381",1
"375-378",1
"jacobi",1
"jacobus",1
"jacobiasca",1
"basinger",1
"basiliensa",1
"jacques-yves",1
"jago",1
"basivallis",1
"basis",1
"jahan",1
"jair",1
"basketball",1
"377-396.",1
"377-379",1
"185-189",1
"protodorvillea",1
"protomicroplitis",1
"jakarta",1
"jakob",1
"jakimavicius",1
"bass",1
"jakoutsk",1
"jakovlev",1
"jalingo",1
"bassili",1
"bassett",1
"basra",1
"jamaicensis",1
"basso",1
"jamaluddin",1
"jamaika",1
"proximus",1
"jambrek",1
"bastawade",1
"basta",1
"378.",1
"377.",1
"prunus",1
"jamieson",1
"jameson",1
"jammu",1
"bataan",1
"basu",1
"próximas",1
"psacothea",1
"psamathini",1
"janaira",1
"psammodius",1
"janakiev",1
"bataguridae",1
"379.",1
"379-387.",1
"psammolyce",1
"psebiini",1
"psectrogaster",1
"psepholohiya",1
"pseudalosterna",1
"pseudanthura",1
"pseudaphrophora",1
"pseudemoia",1
"jang",1
"janet",1
"pseudicius",1
"pseudobathystomus",1
"jangi",1
"pseudocoris",1
"janiralata",1
"batakang-balaod",1
"batakan-balaod",1
"janirella",1
"jankalski",1
"batan",1
"pseudogyrinocheilus",1
"pseudomastacinae",1
"pseudomystus",1
"pseudoneuroptera",1
"janne",1
"batan-on",1
"37–44",1
"37:532-",1
"1852:65-68.",1
"1851.",1
"185-187.",1
"111–113",1
"1-210",1
"pseudophyllinae",1
"pseudophyllodromiinae",1
"pseudopimelodidae",1
"pseudopoda",1
"pseudoprotaetia",1
"pseudorhynchus",1
"pseudosieversia",1
"pseudostegias",1
"pseudosyzeuctes",1
"pseudotaeniatus",1
"jansson",1
"jansen-jacobs",1
"janvier-mars",1
"janzeni",1
"january",1
"bate",1
"japanische",1
"bathyal",1
"bates,1866",1
"japoniae",1
"japonicus",1
"bathyglycinde",1
"bathyaulax",1
"38.",1
"38-48.",1
"psyllinea",1
"psylloidae",1
"jaron",1
"jaramillo",1
"pt",1
"pteracantha",1
"ptereleotris",1
"pterochroza",1
"jason",1
"jarvik",1
"bathypiesta",1
"jassidae",1
"jaspers",1
"pteromalinae",1
"pterophylla",1
"jassoidae",1
"jassoidea",1
"bathytropinae",1
"bathythrix",1
"bathyphantes",1
"pterotus",1
"ptyctimous",1
"ptyngidricerus",1
"javan",1
"java-ausbeute",1
"bato",1
"publication",1
"jaya",1
"jayarama",1
"batocera",1
"bato-baras",1
"381-388",1
"38.22",1
"38(nec",1
"publishing",1
"pucerons",1
"pueblo",1
"jaú",1
"jayne",1
"jean-baptiste",1
"batodes",1
"jean-claude",1
"pulchellus",1
"jean-louis",1
"jean-luc",1
"batrachorhina-species",1
"batrachia",1
"381-404.",1
"pullus",1
"puncticollis",1
"jean-paul",1
"jean-marie",1
"jean-pierre",1
"punithalingam",1
"jeanette",1
"battandier",1
"batsilor",1
"puno",1
"jeans",1
"jeannel",1
"battershill",1
"383-390",1
"1855–1938",1
"jeffersoniana",1
"jeju-do(제주도",1
"jefferson",1
"jelínek",1
"baudet",1
"batus",1
"purpuricenini",1
"puró-putyukan",1
"jeno",1
"jerman",1
"baur",1
"baumbach",1
"pusan(부산",1
"jerusalen",1
"jersey",1
"bavay",1
"385-390",1
"384-389",1
"136:1-357.",1
"112-118.",1
"putahe",1
"puwersa",1
"jesakova",1
"jesus",1
"jerónima",1
"py-daniel",1
"jia-ru",1
"jia",1
"jewett",1
"bawbaw",1
"jiangxi",1
"jianchuanensis",1
"pygoperdita",1
"pygopleurus",1
"pygopleurus-arten",1
"pylori",1
"pynchon",1
"pyongyang",1
"pyracmon",1
"jiedushi",1
"jigong",1
"bayerischen",1
"jilin",1
"jill",1
"baylor",1
"386-391.",1
"386-389.",1
"385.",1
"pyrodes",1
"pyrophaena",1
"péninsule",1
"jimmie",1
"bayugan",1
"bayod",1
"jinghong",1
"jing",1
"jinneng",1
"jiriensis",1
"bazyluk",1
"bazarov",1
"386–387",1
"qasimi",1
"qemali",1
"qiang",1
"jiuzhaigou",1
"jirí",1
"jodhpur",1
"bean",1
"387–395",1
"137-139.",1
"112.",1
"qs",1
"quae",1
"johanides",1
"johani",1
"beatles",1
"beard",1
"quantanthura",1
"johansen",1
"johannesburg",1
"beaufortia",1
"beatogordius",1
"389-395",1
"quatuor",1
"beazor",1
"beauvoir",1
"johol",1
"johor",1
"beccari",1
"joko",1
"jolin",1
"bech",1
"38:67-69.",1
"38:174.",1
"1860.",1
"ques",1
"quesnay",1
"questid",1
"quiang",1
"jomo",1
"jon",1
"38:89-94.",1
"quintero",1
"quintus",1
"beckham",1
"jonesi",1
"becquerel",1
"38a-h",1
"1861.",1
"joppini",1
"jopon",1
"jord",1
"bedot",1
"bednorz",1
"jordanische",1
"jordani",1
"jorgensen",1
"bedouin",1
"39(2",1
"137-144.",1
"137-140",1
"100(4",1
"100(1):35-42",1
"r.f",1
"r.j",1
"josek",1
"josiah",1
"jospehine",1
"behaarungs-varietäten",1
"beever",1
"39-41",1
"r.o",1
"behavioral",1
"joyner-kersee",1
"joyce",1
"joáo",1
"jože",1
"bei",1
"behaviour",1
"39-42syn",1
"39(2):155-176",1
"rachael",1
"rachmatika",1
"jpn",1
"beiden",1
"39-43",1
"judah",1
"radiolaria",1
"judi",1
"judea",1
"39-44",1
"1864-1866",1
"radspinnen",1
"raecius",1
"jugoslavia",1
"judy",1
"judith",1
"juice",1
"julavis",1
"39-52",1
"39-45",1
"137-149",1
"137-146",1
"rahmadi",1
"rahman",1
"raimbourg",1
"rainboth",1
"julidae",1
"bekasi",1
"bekannte",1
"julin",1
"juliet",1
"belarusiana",1
"39.",1
"rajchenberg",1
"rajiformes",1
"july",1
"jullien",1
"rajpath",1
"rakoobraznye",1
"ralf",1
"junebäcken",1
"jung",1
"belgisch",1
"390-394",1
"390,000",1
"1865.",1
"ramamoorthy",1
"junho",1
"ramesh",1
"ramos",1
"juniper",1
"belgium",1
"390-405",1
"jupiter",1
"jupeng",1
"juno»",1
"1866.",1
"ran",1
"jurnal",1
"belhikano",1
"juscelino",1
"belhikanon",1
"391-394",1
"ranin",1
"just",1
"raphididae",1
"justus",1
"juzepczuk",1
"belisarius",1
"391-401",1
"1866a",1
"137.",1
"137-153.",1
"1120:57–68",1
"rapper",1
"rariora",1
"jäger",1
"jäckh",1
"raskin",1
"rassel",1
"jön-",1
"jérôme",1
"rasyalisado",1
"rathke",1
"ratipikasyon",1
"ratipiskasyon",1
"jönköping",1
"jörn",1
"bella",1
"belizean",1
"belitung",1
"raupenwespen",1
"jørum",1
"jørgen",1
"ravinia",1
"jürgen",1
"bellardia",1
"jābir",1
"bellarmino",1
"bellan",1
"392-396",1
"k.c",1
"rayon",1
"k.e",1
"re-definition",1
"re-description",1
"k.g.a",1
"bellis",1
"bellini",1
"ready",1
"reaka-kudla",1
"k.i",1
"belmondo",1
"bellés",1
"393.",1
"k.m",1
"rebelasyon",1
"rebelde",1
"rebelyon",1
"k.q",1
"k.l",1
"recensuit",1
"k.schum",1
"k.s.f",1
"rechinger",1
"k.v",1
"belontiidae",1
"belonging",1
"belodontichthys",1
"393-394",1
"392-393",1
"kaaanak",1
"kaamerikanhan",1
"belyshev",1
"recueillies",1
"kaapi",1
"recuillis",1
"kababayen-an",1
"kaare",1
"bembrops",1
"395-397",1
"kabag-ohan",1
"redesciption",1
"kabesera",1
"kabayo",1
"ben",1
"benannten",1
"benavente",1
"395-419.",1
"395-401",1
"395-396",1
"rediscovery",1
"redner",1
"redt",1
"kabukiran",1
"kabungtoan",1
"kabulig",1
"bendix",1
"kacker",1
"395.76",1
"reeder",1
"benediktov",1
"reformata",1
"reg",1
"regan",1
"kadak-an",1
"kadako",1
"beneficial",1
"396.",1
"reginald",1
"kadam",1
"kadaplinan",1
"bengstsson",1
"396.40",1
"187-198",1
"187-195",1
"187-190",1
"1370–1405",1
"1000–1038",1
"1-217",1
"1):150-155",1
"kadugangan",1
